subject_id,timestamp,response_time,block_num,question_type,question_text,response_numbers,response_strings,response_value,response_string,is_correct
111,1610036861.6268888,2.6007309820001865,0,alert,Please indicate your current level of alertness at this time.,"[1, 2, 3, 4, 5, 6, 7]","['Extremely Sleepy', '', '', 'Neutral', '', '', 'Extremely Alert']",2.0,,-1
111,1610036862.4931755,0.8502617199999349,0,affect,Please Indicate the extent to which you feel happy or sad currently.,"[1, 2, 3, 4, 5, 6, 7]","['Extremely Sad', '', '', 'Neutral', '', '', 'Extremely Happy']",5.0,,-1
111,1610036863.7933445,1.2837341780000315,0,affect,Please Indicate the extent to which you feel happy or sad currently.,"[1, 2, 3, 4, 5, 6, 7]","['Extremely Sad', '', '', 'Neutral', '', '', 'Extremely Happy']",5.0,,-1
111,1610036865.1765947,1.3669793779999964,0,alert,Please indicate your current level of alertness at this time.,"[1, 2, 3, 4, 5, 6, 7]","['Extremely Sleepy', '', '', 'Neutral', '', '', 'Extremely Alert']",6.0,,-1
111,1610036866.0427728,0.8660316069999681,0,reading_hypotheses_page_1,"Good scientific practice is more, of course, than an exercise in deliberate observation and the use of adequate control groups to expose and assess bias. Whether a program of research will 'pay off' by casting new light on some difficult problem or perplexing aspect of behavior will also depend on the quality of the scientist's research ideas, or hypotheses. The scientist views facts not as isolated or separate entities or events, but as meaningfully connected. The scientist's hypotheses are the starting points for approaching this sort of connectedness, by making a theoretical guess as to the significance or meaning of a given fact.
",[],[],-1,None,-1
111,1610036866.3668132,0.32393598399994517,0,reading_hypotheses_page_2,"Any research project begins with selecting and narrowing the question originally asked, to make it manageable for study within the available resources. Extensive preparation is crucial. The literature should be carefully reviewed, and the task should be thought about at length. One must select the most fundamental elements that will constitute the crux of the hypotheses. A classic principle of this intellectual ruminative and winnowing process is known as Occam's razor, named after the philosopher William of Occam. The principle of Occam's razor, also called the principle of parsimony, teaches that hypotheses introduced to explain relationships should be as parsimonious as possible. We 'cut away' what is superfluous. Occam's razor is a qualified demand for prudence so that we do not overcomplicate the search for truth.
",[],[],-1,None,-1
111,1610036866.6146517,0.2477342449999469,0,reading_hypotheses_page_3,"There are several kinds of hypotheses in behavioral science. A working hypothesis is a proposition, or set of propositions, that serves to guide and organize an empirical investigation. For example, social psychologist Leon Festinger, in trying to account for the fact that some earthquake victims in India spread false rumors about future catastrophes, was inspired to develop two basic hypotheses that became the starting point for an elaborate program of experimental research.
",[],[],-1,None,-1
111,1610036866.8547676,0.24004778299990903,0,reading_hypotheses_page_4,"Festinger wondered why those rumors arose and were so widely accepted, since the belief that terrible disasters are coming seems frightening. He theorized that there should be 'cognitive dissonance' arising from the experience of having survived a devastating earthquake in which other people had perished. The rumors, he reasoned, gave the survivors something to be frightened about. This was reassuring for them in a way! That is, since the rumors provided them with information that fit with the way they already felt, the rumors were anxiety-justifying and dissonance-reducing instead of anxiety-provoking, he theorized.",[],[],-1,None,-1
111,1610036867.9433508,1.0669652040000983,0,mind_wandering,Please indicate how much you were zoning out while reading the text.,"[1, 2]","['Yes', 'No']",2,No,-1
111,1610036869.126679,1.15027166699997,0,mult_choice_hypotheses_page_4,Why did earthquake victims like hearing rumors of upcoming disasters according to Festinger?,"[1, 2, 3, 4]","['Because they felt guilty for surviving the last disaster when so many others had died', ""It gave them something to focus on so they didn't have to think about the trauma they had suffered"", 'Because telling others about an upcoming disaster made them feel important', 'It justified how anxious they felt']",2.0,It gave them something to focus on so they didn't have to think about the trauma they had suffered,0
111,1610036870.92709,1.7339839599999323,0,mult_choice_hypotheses_page_1,Which of the following is the best description of a hypothesis?,"[1, 2, 3, 4]","['A set of interconnected facts, entities and events', 'A theoretically-driven guess about connections between entities and events', 'A careful, deliberate observation which uses adequate control groups', 'A theory which is uncertain and needs further evidence']",1.0,"A set of interconnected facts, entities and events",0
111,1610036871.8773594,0.9174285819999568,0,mult_choice_hypotheses_page_2,What is Occam's Razor?,"[1, 2, 3, 4]","['The process by which we search for the simplest explanation for an observation', 'The process by which we search for connections between facts', 'A book by the philosopher William of Occam', 'A tool used by those who search for truth']",4.0,A tool used by those who search for truth,0
111,1610036872.6434386,0.7335073470001134,0,mult_choice_hypotheses_page_3,What did Leon Festinger research?,"[1, 2, 3, 4]","['The Scientific Method', 'The spread of gossip and its similarity to a commodity in a marketplace', 'Earthquake victims in India', 'The effect of stress on verbal learning']",4.0,The effect of stress on verbal learning,0
111,1610036876.4604485,1.7838627300000098,1,alert,Please indicate your current level of alertness at this time.,"[1, 2, 3, 4, 5, 6, 7]","['Extremely Sleepy', '', '', 'Neutral', '', '', 'Extremely Alert']",3.0,,-1
111,1610036877.6436155,1.1669740659999661,1,affect,Please Indicate the extent to which you feel happy or sad currently.,"[1, 2, 3, 4, 5, 6, 7]","['Extremely Sad', '', '', 'Neutral', '', '', 'Extremely Happy']",4.0,Neutral,-1
111,1610036878.6936035,1.0336034880001534,1,affect,Please Indicate the extent to which you feel happy or sad currently.,"[1, 2, 3, 4, 5, 6, 7]","['Extremely Sad', '', '', 'Neutral', '', '', 'Extremely Happy']",3.0,,-1
111,1610036879.6436975,0.9336610749999181,1,alert,Please indicate your current level of alertness at this time.,"[1, 2, 3, 4, 5, 6, 7]","['Extremely Sleepy', '', '', 'Neutral', '', '', 'Extremely Alert']",5.0,,-1
111,1610036880.2690012,0.6163158039998962,1,reading_causalclaims_page_1,"College students who have examinations the subsequent day might pull an 'all-nighter' in which they sacrifice sleep for one complete night of exam preparation. A study measured the sleep habits of 111 students to see if there was a correlation between getting regular sleep and student grades. Those who skipped a night of sleep to study for a test were found to achieve lower grades than those who did not stay up. It may seem that the conclusion from this study is that 'pulling an all-nighter' will cause students to attain low grades, however that constitutes a common scientific mistake.
",[],[],-1,None,-1
111,1610036880.520882,0.25174921600000744,1,reading_causalclaims_page_2,"The mistake was to erroneously interpret the results as demonstrating cause and effect. Unfortunately for the prospects of testing causal claims about sleep deprivation and exam performance, the original study used a quasi-experimental design, where no experimental manipulation was performed. The finding indicates that getting less sleep is correlated with getting lower grades yet does not support the claim that getting less sleep causes lower grades. Correlations can only lead to conclusions about the strength of relationships between variables: we cannot use correlation alone to infer the direction of influence between the variables.
",[],[],-1,None,-1
111,1610036880.7568982,0.23593332600012218,1,reading_causalclaims_page_3,"When participants are not assigned at random to different groups we cannot know, when there is a relationship between variables, whether variable A influenced variable B or vice versa; or even if variable C influenced both variables A and B. Maybe students who already tend to achieve lower grades worry more about their exams, and excessive worrying interferes with them getting enough sleep the night before their exam. Maybe there is an additional variable that we have not accounted for that is causing both poorer grades and diminished sleep. It is plausible that students who party have less time to study and sleep so they achieve lower grades and are also sleep-deprived.
",[],[],-1,None,-1
111,1610036880.9970007,0.24001746499993715,1,reading_causalclaims_page_4,"When we design investigations that compare existing groups of people, such as the previous example about students pulling an all-nighter, this is called a quasi-experimental design. This resembles an experiment because participants are separated into distinct groups and compared, however the subjects are selected based on pre-existing values of a variable. Quasi-experiments are technically a subtype of correlational experimental design. In a correlational design, a whole population of individuals are studied, and the values of two (or more) variables associated with each subject in the population are measured and the correlation between them computed at the population level.",[],[],-1,None,-1
111,1610036882.0272021,1.0170746839999083,1,mind_wandering,Please indicate how much you were zoning out while reading the text.,"[1, 2]","['Yes', 'No']",2,No,-1
