subject_id,timestamp,response_time,block_num,question_type,question_text,response_numbers,response_strings,response_value,response_string,is_correct
XXXX,1612142480.1607244,3.6772904000245035,0,affect,Please Indicate the extent to which you feel happy or sad currently.,"[1, 2, 3]","['Extremely Sad', 'Neutral', 'Extremely Happy']",0.8062499999999999,Extremely Happy,-1
XXXX,1612142506.558702,18.076340099971276,0,reading_hypotheses_page_1,"Good scientific practice is more, of course, than an exercise in deliberate observation and the use of adequate control groups to expose and assess bias.",[],[],-1,None,-1
XXXX,1612142512.3158665,5.757206899987068,0,reading_hypotheses_page_2,"Whether a program of research will 'pay off' by casting new light on some difficult problem or perplexing aspect of behavior will also depend on the quality of the scientist's research ideas, or hypotheses.",[],[],-1,None,-1
XXXX,1612142520.0768037,7.7597797000198625,0,reading_hypotheses_page_3,"The scientist views facts not as isolated or separate entities or events, but as meaningfully connected.",[],[],-1,None,-1
XXXX,1612142525.7812448,5.703499499999452,0,reading_hypotheses_page_4,"The scientist's hypotheses are the starting points for approaching this sort of connectedness, by making a theoretical guess as to the significance or meaning of a given fact.
",[],[],-1,None,-1
XXXX,1612142527.461291,1.679606000019703,0,reading_hypotheses_page_5,"Any research project begins with selecting and narrowing the question originally asked, to make it manageable for study within the available resources.",[],[],-1,None,-1
XXXX,1612142528.5143232,1.0530573000432923,0,reading_hypotheses_page_6,Extensive preparation is crucial.,[],[],-1,None,-1
XXXX,1612142529.79436,1.279469800007064,0,reading_hypotheses_page_7,"The literature should be carefully reviewed, and the task should be thought about at length.",[],[],-1,None,-1
XXXX,1612142531.021412,1.2259745000046678,0,reading_hypotheses_page_8,One must select the most fundamental elements that will constitute the crux of the hypotheses.,[],[],-1,None,-1
XXXX,1612142532.9394476,1.9174179999972694,0,reading_hypotheses_page_9,"A classic principle of this intellectual ruminative and winnowing process is known as Occam's razor, named after the philosopher William of Occam.",[],[],-1,None,-1
XXXX,1612142534.6835012,1.7437653999659233,0,reading_hypotheses_page_10,"The principle of Occam's razor, also called the principle of parsimony, teaches that hypotheses introduced to explain relationships should be as parsimonious as possible.",[],[],-1,None,-1
XXXX,1612142535.474518,0.7910461000283249,0,reading_hypotheses_page_11,We 'cut away' what is superfluous.,[],[],-1,None,-1
XXXX,1612142537.581578,2.1056797000346705,0,reading_hypotheses_page_12,"Occam's razor is a qualified demand for prudence so that we do not overcomplicate the search for truth.
",[],[],-1,None,-1
XXXX,1612142538.4767494,0.8952400999842212,0,reading_hypotheses_page_13,There are several kinds of hypotheses in behavioral science.,[],[],-1,None,-1
XXXX,1612142545.0449433,6.567619300039951,0,reading_hypotheses_page_14,"A working hypothesis is a proposition, or set of propositions, that serves to guide and organize an empirical investigation.",[],[],-1,None,-1
XXXX,1612142557.0732107,12.027604200004134,0,reading_hypotheses_page_15,"For example, social psychologist Leon Festinger, in trying to account for the fact that some earthquake victims in India spread false rumors about future catastrophes, was inspired to develop two basic hypotheses that became the starting point for an elaborate program of experimental research.
",[],[],-1,None,-1
XXXX,1612142559.1932082,2.119111000036355,0,reading_hypotheses_page_16,"Festinger wondered why those rumors arose and were so widely accepted, since the belief that terrible disasters are coming seems frightening.",[],[],-1,None,-1
XXXX,1612142561.1753066,1.9817533000023104,0,reading_hypotheses_page_17,He theorized that there should be 'cognitive dissonance' arising from the experience of having survived a devastating earthquake in which other people had perished.,[],[],-1,None,-1
XXXX,1612142562.1953363,1.0194733000244014,0,reading_hypotheses_page_18,"The rumors, he reasoned, gave the survivors something to be frightened about.",[],[],-1,None,-1
XXXX,1612142563.6103756,1.4136618000338785,0,reading_hypotheses_page_19,"This was reassuring for them in a way! That is, since the rumors provided them with information that fit with the way they already felt, the rumors were anxiety-justifying and dissonance-reducing instead of anxiety-provoking, he theorized.",[],[],-1,None,-1
XXXX,1612142566.8294432,1.1944734000135213,0,mind_wandering,How much were you 'zoning out' while reading the text.,"[1, 2]","['Not at all', 'Most']",0.0,Most,-1
XXXX,1612142573.4071262,6.497492499998771,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['Because they felt guilty for surviving the last disaster when so many others had died', ""It gave them something to focus on so they didn't have to think about the trauma they had suffered"", 'Because telling others about an upcoming disaster made them feel important', 'It justified how anxious they felt']",2,It gave them something to focus on so they didn't have to think about the trauma they had suffered,0
XXXX,1612142577.4696622,4.016311699990183,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['The spread of gossip and its similarity to a commodity in a marketplace', 'The effect of stress on verbal learning', 'Earthquake victims in India', 'The Scientific Method']",3,Earthquake victims in India,1
XXXX,1612142579.1647115,1.6550954999984242,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['The process by which we search for connections between facts', 'A tool used by those who search for truth', 'A book by the philosopher William of Occam', 'The process by which we search for the simplest explanation for an observation']",2,A tool used by those who search for truth,0
XXXX,1612142581.4665637,2.260429900023155,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['A careful, deliberate observation which uses adequate control groups', 'A theory which is uncertain and needs further evidence', 'A set of interconnected facts, entities and events', 'A theoretically-driven guess about connections between entities and events']",3,"A set of interconnected facts, entities and events",0
XXXX,1612142762.7328174,,1,affect,Please Indicate the extent to which you feel happy or sad currently.,"[1, 2, 3]","['Extremely Sad', 'Neutral', 'Extremely Happy']",-1,TIMEOUT,-2
XXXX,1612142923.829885,4.116848800040316,0,affect,Please Indicate the extent to which you feel happy or sad currently.,"[1, 2, 3]","['Extremely Sad', 'Neutral', 'Extremely Happy']",0.359375,Extremely Happy,-1
XXXX,1612142939.4523997,7.739474200003315,1,reading_causalclaims_page_1,College students who have examinations the subsequent day might pull an 'all-nighter' in which they sacrifice sleep for one complete night of exam preparation.,[],[],-1,None,-1
XXXX,1612142939.9704003,0.5173650999786332,1,reading_causalclaims_page_2,A study measured the sleep habits of 111 students to see if there was a correlation between getting regular sleep and student grades.,[],[],-1,None,-1
XXXX,1612142940.3483994,0.3775199999799952,1,reading_causalclaims_page_3,Those who skipped a night of sleep to study for a test were found to achieve lower grades than those who did not stay up.,[],[],-1,None,-1
XXXX,1612142941.048401,0.6994666999671608,1,reading_causalclaims_page_4,"It may seem that the conclusion from this study is that 'pulling an all-nighter' will cause students to attain low grades, however that constitutes a common scientific mistake.
",[],[],-1,None,-1
XXXX,1612142941.4643996,0.41551290004281327,1,reading_causalclaims_page_5,The mistake was to erroneously interpret the results as demonstrating cause and effect.,[],[],-1,None,-1
XXXX,1612142941.8243995,0.35946340003283694,1,reading_causalclaims_page_6,"Unfortunately for the prospects of testing causal claims about sleep deprivation and exam performance, the original study used a quasi-experimental design, where no experimental manipulation was performed.",[],[],-1,None,-1
XXXX,1612142942.265401,0.439669799990952,1,reading_causalclaims_page_7,The finding indicates that getting less sleep is correlated with getting lower grades yet does not support the claim that getting less sleep causes lower grades.,[],[],-1,None,-1
XXXX,1612142942.7043993,0.43936549994396046,1,reading_causalclaims_page_8,"Correlations can only lead to conclusions about the strength of relationships between variables: we cannot use correlation alone to infer the direction of influence between the variables.
",[],[],-1,None,-1
XXXX,1612142943.1444008,0.43929420004133135,1,reading_causalclaims_page_9,"When participants are not assigned at random to different groups we cannot know, when there is a relationship between variables, whether variable A influenced variable B or vice versa; or even if variable C influenced both variables A and B.",[],[],-1,None,-1
XXXX,1612142943.5844011,0.4393649999983609,1,reading_causalclaims_page_10,"Maybe students who already tend to achieve lower grades worry more about their exams, and excessive worrying interferes with them getting enough sleep the night before their exam.",[],[],-1,None,-1
XXXX,1612142944.0403996,0.4556472999975085,1,reading_causalclaims_page_11,Maybe there is an additional variable that we have not accounted for that is causing both poorer grades and diminished sleep.,[],[],-1,None,-1
