subject_id,timestamp,response_time,block_num,question_type,question_text,response_numbers,response_strings,response_value,response_string,is_correct
4567,1611963040.8264256,0.6620934629972908,0,affect,Please Indicate the extent to which you feel happy or sad currently.,"[1, 2, 3]","['Extremely Sad', 'Neutral', 'Extremely Happy']",0.44453124999999993,Extremely Happy,-1
4567,1611963054.064684,1.898674176998611,0,reading_hypotheses_page_1,"Good scientific practice is more, of course, than an exercise in deliberate observation and the use of adequate control groups to expose and assess bias.",[],[],-1,None,-1
4567,1611963054.312731,0.24794778499926906,0,reading_hypotheses_page_2,"Whether a program of research will 'pay off' by casting new light on some difficult problem or perplexing aspect of behavior will also depend on the quality of the scientist's research ideas, or hypotheses.",[],[],-1,None,-1
4567,1611963054.4937153,0.1808906879996357,0,reading_hypotheses_page_3,"The scientist views facts not as isolated or separate entities or events, but as meaningfully connected.",[],[],-1,None,-1
4567,1611963054.8026767,0.3088635579988477,0,reading_hypotheses_page_4,"The scientist's hypotheses are the starting points for approaching this sort of connectedness, by making a theoretical guess as to the significance or meaning of a given fact.
",[],[],-1,None,-1
4567,1611963055.1097002,0.3069247159983206,0,reading_hypotheses_page_5,"Any research project begins with selecting and narrowing the question originally asked, to make it manageable for study within the available resources.",[],[],-1,None,-1
4567,1611963055.2936769,0.18385161699916353,0,reading_hypotheses_page_6,Extensive preparation is crucial.,[],[],-1,None,-1
4567,1611963055.6357026,0.3419258079993597,0,reading_hypotheses_page_7,"The literature should be carefully reviewed, and the task should be thought about at length.",[],[],-1,None,-1
4567,1611963055.7996752,0.16386993700143648,0,reading_hypotheses_page_8,One must select the most fundamental elements that will constitute the crux of the hypotheses.,[],[],-1,None,-1
4567,1611963056.0077019,0.2079304389990284,0,reading_hypotheses_page_9,"A classic principle of this intellectual ruminative and winnowing process is known as Occam's razor, named after the philosopher William of Occam.",[],[],-1,None,-1
4567,1611963056.1846633,0.17685261800215812,0,reading_hypotheses_page_10,"The principle of Occam's razor, also called the principle of parsimony, teaches that hypotheses introduced to explain relationships should be as parsimonious as possible.",[],[],-1,None,-1
4567,1611963056.3516617,0.16689490499993553,0,reading_hypotheses_page_11,We 'cut away' what is superfluous.,[],[],-1,None,-1
4567,1611963056.6606746,0.30891760400118073,0,reading_hypotheses_page_12,"Occam's razor is a qualified demand for prudence so that we do not overcomplicate the search for truth.
",[],[],-1,None,-1
4567,1611963057.0036845,0.3429086140022264,0,reading_hypotheses_page_13,There are several kinds of hypotheses in behavioral science.,[],[],-1,None,-1
4567,1611963057.3676462,0.36386853200019686,0,reading_hypotheses_page_14,"A working hypothesis is a proposition, or set of propositions, that serves to guide and organize an empirical investigation.",[],[],-1,None,-1
4567,1611963057.729656,0.36190411300049163,0,reading_hypotheses_page_15,"For example, social psychologist Leon Festinger, in trying to account for the fact that some earthquake victims in India spread false rumors about future catastrophes, was inspired to develop two basic hypotheses that became the starting point for an elaborate program of experimental research.
",[],[],-1,None,-1
4567,1611963058.0746698,0.3449014399993757,0,reading_hypotheses_page_16,"Festinger wondered why those rumors arose and were so widely accepted, since the belief that terrible disasters are coming seems frightening.",[],[],-1,None,-1
4567,1611963058.456667,0.38190474799921503,0,reading_hypotheses_page_17,He theorized that there should be 'cognitive dissonance' arising from the experience of having survived a devastating earthquake in which other people had perished.,[],[],-1,None,-1
4567,1611963058.8875937,0.430823581002187,0,reading_hypotheses_page_18,"The rumors, he reasoned, gave the survivors something to be frightened about.",[],[],-1,None,-1
4567,1611963059.4476092,0.5599118419995648,0,reading_hypotheses_page_19,"This was reassuring for them in a way! That is, since the rumors provided them with information that fit with the way they already felt, the rumors were anxiety-justifying and dissonance-reducing instead of anxiety-provoking, he theorized.",[],[],-1,None,-1
4567,1611963063.11886,1.6380005959981645,0,mind_wandering,How much were you 'zoning out' while reading the text.,"[1, 2]","['Not at all', 'Most']",0.6979166666666665,Most,-1
