subject_id,timestamp,response_time,block_num,question_type,question_text,response_numbers,response_strings,response_value,response_string,is_correct
4567,1613065183.818388,0.907418246000816,0,affect,How sad vs. happy are you at this moment?,"[1, 2, 3]","['Extremely Sad', 'Neutral', 'Extremely Happy']",0.2412109375,Extremely Happy,-1
4567,1613065198.376148,0.4681370180005615,0,reading_hypotheses_page_1,"Good scientific practice is more, of course, than an exercise in deliberate observation and the use of adequate control groups to expose and assess bias.",[],[],-1,None,-1
4567,1613065198.5448651,0.1685976650005614,0,reading_hypotheses_page_2,"Whether a program of research will 'pay off' by casting new light on some difficult problem or perplexing aspect of behavior will also depend on the quality of the scientist's research ideas, or hypotheses.",[],[],-1,None,-1
4567,1613065198.871299,0.3263117339993187,0,reading_hypotheses_page_3,"The scientist views facts not as isolated or separate entities or events, but as meaningfully connected.",[],[],-1,None,-1
4567,1613065199.04011,0.16863112300052308,0,reading_hypotheses_page_4,"The scientist's hypotheses are the starting points for approaching this sort of connectedness, by making a theoretical guess as to the significance or meaning of a given fact.
",[],[],-1,None,-1
4567,1613065199.220099,0.17986918999849877,0,reading_hypotheses_page_5,"Any research project begins with selecting and narrowing the question originally asked, to make it manageable for study within the available resources.",[],[],-1,None,-1
4567,1613065199.3888361,0.16862114399918937,0,reading_hypotheses_page_6,Extensive preparation is crucial.,[],[],-1,None,-1
4567,1613065199.861291,0.4723386860005121,0,reading_hypotheses_page_7,"The literature should be carefully reviewed, and the task should be thought about at length.",[],[],-1,None,-1
4567,1613065200.266187,0.4047808890009037,0,reading_hypotheses_page_8,One must select the most fundamental elements that will constitute the crux of the hypotheses.,[],[],-1,None,-1
4567,1613065200.479934,0.21362829999998212,0,reading_hypotheses_page_9,"A classic principle of this intellectual ruminative and winnowing process is known as Occam's razor, named after the philosopher William of Occam.",[],[],-1,None,-1
4567,1613065200.7163079,0.23624810600085766,0,reading_hypotheses_page_10,"The principle of Occam's razor, also called the principle of parsimony, teaches that hypotheses introduced to explain relationships should be as parsimonious as possible.",[],[],-1,None,-1
4567,1613065201.199973,0.48354182000002766,0,reading_hypotheses_page_11,We 'cut away' what is superfluous.,[],[],-1,None,-1
4567,1613065201.5486689,0.34857847099920036,0,reading_hypotheses_page_12,"Occam's razor is a qualified demand for prudence so that we do not overcomplicate the search for truth.
",[],[],-1,None,-1
4567,1613065201.7174568,0.1686705219999567,0,reading_hypotheses_page_13,There are several kinds of hypotheses in behavioral science.,[],[],-1,None,-1
4567,1613065202.0551481,0.33756096199977037,0,reading_hypotheses_page_14,"A working hypothesis is a proposition, or set of propositions, that serves to guide and organize an empirical investigation.",[],[],-1,None,-1
4567,1613065202.5837922,0.5284071969999786,0,reading_hypotheses_page_15,"For example, social psychologist Leon Festinger, in trying to account for the fact that some earthquake victims in India spread false rumors about future catastrophes, was inspired to develop two basic hypotheses that became the starting point for an elaborate program of experimental research.
",[],[],-1,None,-1
4567,1613065203.0000079,0.4160935130003054,0,reading_hypotheses_page_16,"Festinger wondered why those rumors arose and were so widely accepted, since the belief that terrible disasters are coming seems frightening.",[],[],-1,None,-1
4567,1613065203.3600168,0.3598891690016899,0,reading_hypotheses_page_17,He theorized that there should be 'cognitive dissonance' arising from the experience of having survived a devastating earthquake in which other people had perished.,[],[],-1,None,-1
4567,1613065203.787507,0.4273136730007536,0,reading_hypotheses_page_18,"The rumors, he reasoned, gave the survivors something to be frightened about.",[],[],-1,None,-1
4567,1613065204.012654,0.22503217099983885,0,reading_hypotheses_page_19,"This was reassuring for them in a way! That is, since the rumors provided them with information that fit with the way they already felt, the rumors were anxiety-justifying and dissonance-reducing instead of anxiety-provoking, he theorized.",[],[],-1,None,-1
4567,1613065207.4101381,1.3667780430005223,0,mind_wandering,How much were you 'zoning out' while reading the text?,"[1, 2]","['Not at all', 'Most']",0.92578125,Most,-1
4567,1613065208.861423,1.3868363190013042,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['Earthquake victims in India', 'The effect of stress on verbal learning', 'The spread of gossip and its similarity to a commodity in a marketplace', 'The Scientific Method']",4,The Scientific Method,0
4567,1613065209.772749,0.8486437840001599,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['A careful, deliberate observation which uses adequate control groups', 'A theory which is uncertain and needs further evidence', 'A set of interconnected facts, entities and events', 'A theoretically-driven guess about connections between entities and events']",3,"A set of interconnected facts, entities and events",0
4567,1613065210.4252899,0.5994174810002733,0,mult_choice,Please select the best answer to the question.,"[1, 2, 3, 4]","['The process by which we search for the simplest explanation for an observation', 'A book by the philosopher William of Occam', 'The process by which we search for connections between facts', 'A tool used by those who search for truth']",2,A book by the philosopher William of Occam,0
